IIXX, -0.0007427996394965804
IIYY, 0.0007427996394965804
XXII, -0.0007427996394965839
YYII, 0.0007427996394965839
ZZZX, 0.001697464962388317
ZZIX, -0.001697464962388317
ZXZZ, -0.001697464962388317
IXZZ, -0.001697464962388317
XZZX, 0.0022216108081456157
XIZX, -0.0022216108081456157
XZIX, -0.0022216108081456157
XIIX, 0.0022216108081456157
ZXXZ, 0.0022216108081456157
IXXZ, 0.0022216108081456157
ZXXI, 0.0022216108081456157
IXXI, 0.0022216108081456157
ZZXX, 0.002737250612332958
ZZYY, -0.002737250612332958
XXZZ, 0.002737250612332958
YYZZ, -0.002737250612332958
ZXII, 0.0029411410873031595
IXII, 0.0029411410873031595
IIZX, -0.0029411410873031608
IIIX, 0.0029411410873031608
ZXZX, -0.0031394823754996126
IXZX, -0.0031394823754996126
ZXIX, 0.0031394823754996126
IXIX, 0.0031394823754996126
XZXZ, -0.0065875841900563965
XIXZ, 0.0065875841900563965
XZXI, -0.0065875841900563965
XIXI, 0.0065875841900563965
XZXX, 0.007859003265897889
XIXX, -0.007859003265897889
XZYY, -0.007859003265897889
XIYY, 0.007859003265897889
XXXZ, -0.007859003265897889
YYXZ, 0.007859003265897889
XXXI, -0.007859003265897889
YYXI, 0.007859003265897889
XXZX, 0.0084991584698088
YYZX, -0.0084991584698088
XXIX, -0.0084991584698088
YYIX, 0.0084991584698088
ZXXX, -0.0084991584698088
IXXX, -0.0084991584698088
ZXYY, 0.0084991584698088
IXYY, 0.0084991584698088
XZZZ, 0.009002501243838577
XIZZ, -0.009002501243838577
ZZXZ, -0.009002501243838577
ZZXI, -0.009002501243838577
ZIZX, -0.010681856282934544
ZIIX, 0.010681856282934544
ZXZI, -0.010681856282934544
IXZI, -0.010681856282934544
XZZI, 0.010952773573798862
XIZI, -0.010952773573798862
ZIXZ, 0.010952773573798862
ZIXI, 0.010952773573798862
IZZX, 0.011925529284486225
IZIX, -0.011925529284486225
ZXIZ, 0.011925529284486225
IXIZ, 0.011925529284486225
IZXZ, -0.012779333033016732
IZXI, -0.012779333033016732
XZIZ, -0.012779333033016732
XIIZ, 0.012779333033016732
XZII, -0.019389408583701813
XIII, 0.019389408583701813
IIXZ, 0.019389408583701813
IIXI, 0.019389408583701813
XXXX, 0.030846096963273145
YYXX, -0.030846096963273145
XXYY, -0.030846096963273145
YYYY, 0.030846096963273145
IZXX, 0.032395297319862765
IZYY, -0.032395297319862765
XXIZ, -0.032395297319862765
YYIZ, 0.032395297319862765
XXZI, 0.034389748140479
YYZI, -0.034389748140479
ZIXX, -0.034389748140479
ZIYY, 0.034389748140479
IZZZ, -0.05628878167217024
ZZIZ, 0.05628878167217024
ZZZI, -0.0604401285731534
ZIZZ, 0.0604401285731534
ZZZZ, 0.08460131391824108
IIIZ, -0.09275994933497325
IZII, 0.09275994933497334
ZIZI, -0.11384335176465012
IZZI, 0.11395251883047103
ZIIZ, 0.11395251883047103
IZIZ, -0.1227424405254494
IIII, -0.20316606150559144
IIZZ, -0.21188984297009167
ZZII, -0.21188984297009175
ZIII, -0.3652586902160353
IIZI, 0.3652586902160354
